ciudad,generico,clave,unidad,n,precio_mediano
"San Andrés Tuxtla, Ver.",Huevo,32,PAQ,16,58.875
"San Andrés Tuxtla, Ver.",Jitomate,71,KG,12,21.955
"San Andrés Tuxtla, Ver.",Leche pasteurizada y fresca,36,LT,20,23.605
"San Andrés Tuxtla, Ver.",Manzana,50,KG,16,67.475
"San Andrés Tuxtla, Ver.",Pan blanco,8,PZA,16,3.0
"San Andrés Tuxtla, Ver.",Pan de caja,9,KG,20,94.44
"San Andrés Tuxtla, Ver.",Pollo,22,KG,24,53.75
"San Andrés Tuxtla, Ver.",Refrescos envasados,101,LT,20,26.67
"San Andrés Tuxtla, Ver.",Tortilla de maíz,14,KG,40,19.875
"San Andrés Tuxtla, Ver.",Transporte aéreo,232,VIAJE,8,2884.5
"San Luis Potosí, S.L.P.",Autobús foráneo,227,BOLETO,24,821.5
"San Luis Potosí, S.L.P.",Carne de res,18,KG,176,180.0
"San Luis Potosí, S.L.P.",Huevo,32,KG,24,44.0
"San Luis Potosí, S.L.P.",Huevo,32,PAQ,8,79.9
"San Luis Potosí, S.L.P.",Jitomate,71,KG,56,25.0
"San Luis Potosí, S.L.P.",Leche pasteurizada y fresca,36,LT,48,22.375
"San Luis Potosí, S.L.P.",Manzana,50,KG,44,55.07
"San Luis Potosí, S.L.P.",Pan blanco,8,PZA,28,4.0
"San Luis Potosí, S.L.P.",Pan de caja,9,KG,32,99.22
"San Luis Potosí, S.L.P.",Pollo,22,KG,76,67.0
"San Luis Potosí, S.L.P.",Refrescos envasados,101,LT,48,23.59
"San Luis Potosí, S.L.P.",Tortilla de maíz,14,KG,48,19.0
"San Luis Potosí, S.L.P.",Tortilla de maíz,14,PAQ,4,21.28
"San Luis Potosí, S.L.P.",Transporte aéreo,232,VIAJE,16,2688.0
"Tampico, Tamps.",Autobús foráneo,227,BOLETO,20,645.25
"Tampico, Tamps.",Autobús foráneo,227,VIAJE,12,999.0
"Tampico, Tamps.",Carne de res,18,KG,200,176.25
"Tampico, Tamps.",Huevo,32,DOCENA,4,60.0
"Tampico, Tamps.",Huevo,32,PAQ,12,82.065
"Tampico, Tamps.",Jitomate,71,KG,20,26.2
"Tampico, Tamps.",Leche pasteurizada y fresca,36,LT,20,24.634999999999998
"Tampico, Tamps.",Manzana,50,KG,20,47.95
"Tampico, Tamps.",Pan blanco,8,PZA,20,4.5
"Tampico, Tamps.",Pan de caja,9,KG,20,100.61
"Tampico, Tamps.",Pollo,22,KG,72,84.5
"Tampico, Tamps.",Refrescos envasados,101,LT,20,30.0
"Tampico, Tamps.",Tortilla de maíz,14,KG,24,27.0
"Tampico, Tamps.",Transporte aéreo,232,VIAJE,16,2344.175
"Tapachula, Chis.",Autobús foráneo,227,BOLETO,20,502.25
"Tapachula, Chis.",Carne de res,18,KG,136,160.0
"Tapachula, Chis.",Huevo,32,DOCENA,8,32.25
"Tapachula, Chis.",Huevo,32,PAQ,20,77.5
"Tapachula, Chis.",Jitomate,71,KG,32,23.125
"Tapachula, Chis.",Leche pasteurizada y fresca,36,LT,24,23.375
"Tapachula, Chis.",Manzana,50,KG,28,65.0
"Tapachula, Chis.",Pan blanco,8,PZA,20,3.5
"Tapachula, Chis.",Pan de caja,9,KG,16,68.28999999999999
"Tapachula, Chis.",Pollo,22,KG,32,68.0
"Tapachula, Chis.",Pollo,22,PZA,28,180.0
"Tapachula, Chis.",Refrescos envasados,101,LT,16,26.67
"Tapachula, Chis.",Tortilla de maíz,14,KG,16,22.0
"Tapachula, Chis.",Transporte aéreo,232,VIAJE,16,1831.125
"Tehuantepec, Oax.",Autobús foráneo,227,VIAJE,8,875.0
"Tehuantepec, Oax.",Carne de res,18,KG,68,168.0
"Tehuantepec, Oax.",Huevo,32,PAQ,12,83.0
"Tehuantepec, Oax.",Jitomate,71,KG,20,23.814999999999998
"Tehuantepec, Oax.",Leche pasteurizada y fresca,36,LT,16,23.25
"Tehuantepec, Oax.",Manzana,50,KG,12,77.44
"Tehuantepec, Oax.",Pan blanco,8,PZA,16,3.25
"Tehuantepec, Oax.",Pan de caja,9,KG,20,113.97
"Tehuantepec, Oax.",Pollo,22,KG,44,81.5
"Tehuantepec, Oax.",Refrescos envasados,101,LT,20,22.0
"Tehuantepec, Oax.",Tortilla de maíz,14,KG,20,20.0
"Tehuantepec, Oax.",Transporte aéreo,232,VIAJE,8,2035.935
"Tepatitlán, Jal.",Autobús foráneo,227,VIAJE,8,564.5
"Tepatitlán, Jal.",Carne de res,18,KG,68,165.0
"Tepatitlán, Jal.",Huevo,32,KG,12,42.75
"Tepatitlán, Jal.",Huevo,32,PAQ,4,42.849999999999994
"Tepatitlán, Jal.",Jitomate,71,KG,12,22.625
"Tepatitlán, Jal.",Leche pasteurizada y fresca,36,LT,32,20.94
"Tepatitlán, Jal.",Manzana,50,KG,20,41.9
"Tepatitlán, Jal.",Pan blanco,8,PZA,12,8.065000000000001
"Tepatitlán, Jal.",Pan de caja,9,KG,24,81.97
"Tepatitlán, Jal.",Pollo,22,KG,24,83.375
"Tepatitlán, Jal.",Refrescos envasados,101,LT,24,21.665
"Tepatitlán, Jal.",Tortilla de maíz,14,KG,44,24.0
"Tepatitlán, Jal.",Transporte aéreo,232,VIAJE,8,839.75
"Tepic, Nay.",Autobús foráneo,227,BOLETO,20,180.0
"Tepic, Nay.",Autobús foráneo,227,VIAJE,4,345.0
"Tepic, Nay.",Carne de res,18,KG,188,170.0
"Tepic, Nay.",Huevo,32,DOCENA,4,27.85
"Tepic, Nay.",Huevo,32,KG,32,39.875
"Tepic, Nay.",Huevo,32,PAQ,4,59.32
"Tepic, Nay.",Jitomate,71,KG,64,22.875
"Tepic, Nay.",Leche pasteurizada y fresca,36,LT,36,20.11
"Tepic, Nay.",Manzana,50,KG,36,55.0
"Tepic, Nay.",Pan blanco,8,PZA,24,5.0
"Tepic, Nay.",Pan de caja,9,KG,32,103.7
"Tepic, Nay.",Pollo,22,KG,92,71.375
"Tepic, Nay.",Refrescos envasados,101,LT,40,17.375
"Tepic, Nay.",Tortilla de maíz,14,KG,44,24.625
"Tepic, Nay.",Tortilla de maíz,14,PAQ,4,26.0
"Tepic, Nay.",Transporte aéreo,232,VIAJE,16,3532.0
"Tijuana, B.C.",Autobús foráneo,227,BOLETO,4,225.0
"Tijuana, B.C.",Autobús foráneo,227,VIAJE,16,1207.5
"Tijuana, B.C.",Carne de res,18,KG,156,190.75
"Tijuana, B.C.",Huevo,32,DOCENA,4,41.59
"Tijuana, B.C.",Huevo,32,KG,4,45.7
"Tijuana, B.C.",Huevo,32,PAQ,12,99.25
"Tijuana, B.C.",Jitomate,71,KG,20,35.025
"Tijuana, B.C.",Leche pasteurizada y fresca,36,LT,28,26.0
"Tijuana, B.C.",Manzana,50,KG,20,46.63
"Tijuana, B.C.",Pan blanco,8,PZA,20,4.0
"Tijuana, B.C.",Pan de caja,9,KG,24,76.08000000000001
"Tijuana, B.C.",Pollo,22,KG,64,62.95
"Tijuana, B.C.",Refrescos envasados,101,LT,24,26.67
"Tijuana, B.C.",Tortilla de maíz,14,KG,20,25.0
"Tijuana, B.C.",Transporte aéreo,232,VIAJE,16,2361.625
"Tlaxcala, Tlax.",Autobús foráneo,227,BOLETO,12,21.0
"Tlaxcala, Tlax.",Autobús foráneo,227,VIAJE,8,106.5
"Tlaxcala, Tlax.",Carne de res,18,KG,136,175.0
"Tlaxcala, Tlax.",Huevo,32,DOCENA,4,34.5
"Tlaxcala, Tlax.",Huevo,32,KG,20,41.0
"Tlaxcala, Tlax.",Jitomate,71,KG,52,18.5
"Tlaxcala, Tlax.",Leche pasteurizada y fresca,36,LT,28,17.439999999999998
"Tlaxcala, Tlax.",Manzana,50,KG,40,47.9
"Tlaxcala, Tlax.",Pan blanco,8,PZA,32,3.25
"Tlaxcala, Tlax.",Pan de caja,9,KG,32,97.0
"Tlaxcala, Tlax.",Pollo,22,KG,60,68.125
"Tlaxcala, Tlax.",Refrescos envasados,101,LT,36,26.67
"Tlaxcala, Tlax.",Tortilla de maíz,14,KG,44,17.0
"Tlaxcala, Tlax.",Transporte aéreo,232,VIAJE,8,3066.625
"Toluca, Edo. de Méx.",Autobús foráneo,227,BOLETO,4,89.0
"Toluca, Edo. de Méx.",Autobús foráneo,227,VIAJE,16,197.5
"Toluca, Edo. de Méx.",Carne de res,18,KG,148,210.0
"Toluca, Edo. de Méx.",Huevo,32,KG,12,49.0
"Toluca, Edo. de Méx.",Huevo,32,PAQ,12,55.125
"Toluca, Edo. de Méx.",Jitomate,71,KG,36,21.75
"Toluca, Edo. de Méx.",Leche pasteurizada y fresca,36,LT,24,27.0
"Toluca, Edo. de Méx.",Manzana,50,KG,28,51.25
"Toluca, Edo. de Méx.",Pan blanco,8,PZA,20,3.0
"Toluca, Edo. de Méx.",Pan de caja,9,KG,24,108.10499999999999
"Toluca, Edo. de Méx.",Pollo,22,KG,72,70.0
"Toluca, Edo. de Méx.",Refrescos envasados,101,LT,28,21.67
"Toluca, Edo. de Méx.",Tortilla de maíz,14,KG,40,19.0
"Toluca, Edo. de Méx.",Transporte aéreo,232,VIAJE,16,1406.9099999999999
"Torreón, Coah.",Autobús foráneo,227,BOLETO,12,102.0
"Torreón, Coah.",Autobús foráneo,227,VIAJE,16,966.19
"Torreón, Coah.",Carne de res,18,KG,208,144.9
"Torreón, Coah.",Huevo,32,DOCENA,4,38.93
"Torreón, Coah.",Huevo,32,KG,12,40.375
"Torreón, Coah.",Huevo,32,PAQ,4,71.0
"Torreón, Coah.",Jitomate,71,KG,28,26.265
"Torreón, Coah.",Leche pasteurizada y fresca,36,LT,16,25.525
"Torreón, Coah.",Manzana,50,KG,20,42.325
"Torreón, Coah.",Pan blanco,8,PZA,16,9.0
"Torreón, Coah.",Pan de caja,9,KG,20,91.49000000000001
"Torreón, Coah.",Pollo,22,KG,100,49.075
"Torreón, Coah.",Refrescos envasados,101,LT,32,22.25
"Torreón, Coah.",Tortilla de maíz,14,KG,28,22.0
"Torreón, Coah.",Transporte aéreo,232,VIAJE,16,3800.625
"Tulancingo, Hgo.",Autobús foráneo,227,VIAJE,8,106.5
"Tulancingo, Hgo.",Carne de res,18,KG,68,160.0
"Tulancingo, Hgo.",Huevo,32,KG,12,43.125
"Tulancingo, Hgo.",Huevo,32,PAQ,4,51.63
"Tulancingo, Hgo.",Jitomate,71,KG,12,16.25
"Tulancingo, Hgo.",Leche pasteurizada y fresca,36,LT,24,22.71
"Tulancingo, Hgo.",Manzana,50,KG,20,38.875
"Tulancingo, Hgo.",Pan blanco,8,PZA,20,3.19
"Tulancingo, Hgo.",Pan de caja,9,KG,16,105.115
"Tulancingo, Hgo.",Pollo,22,KG,52,65.0
"Tulancingo, Hgo.",Refrescos envasados,101,LT,24,24.165
"Tulancingo, Hgo.",Tortilla de maíz,14,KG,28,20.0
"Tulancingo, Hgo.",Transporte aéreo,232,VIAJE,8,2036.405
"Veracruz, Ver.",Autobús foráneo,227,BOLETO,16,168.5
"Veracruz, Ver.",Carne de res,18,KG,148,174.0
"Veracruz, Ver.",Huevo,32,DOCENA,8,38.25
"Veracruz, Ver.",Huevo,32,KG,5,55.0
"Veracruz, Ver.",Huevo,32,PAQ,11,54.0
"Veracruz, Ver.",Jitomate,71,KG,36,21.625
"Veracruz, Ver.",Leche pasteurizada y fresca,36,LT,20,28.0
"Veracruz, Ver.",Manzana,50,KG,32,56.25
"Veracruz, Ver.",Pan blanco,8,PZA,28,2.625
"Veracruz, Ver.",Pan de caja,9,KG,20,108.09
"Veracruz, Ver.",Pollo,22,KG,48,64.625
"Veracruz, Ver.",Pollo,22,PZA,8,9.94
"Veracruz, Ver.",Refrescos envasados,101,LT,36,14.0
"Veracruz, Ver.",Tortilla de maíz,14,KG,24,22.75
"Veracruz, Ver.",Transporte aéreo,232,VIAJE,16,5019.65
"Villahermosa, Tab.",Autobús foráneo,227,BOLETO,4,55.0
"Villahermosa, Tab.",Autobús foráneo,227,VIAJE,16,610.0
"Villahermosa, Tab.",Carne de res,18,KG,156,165.0
"Villahermosa, Tab.",Huevo,32,DOCENA,4,37.05
"Villahermosa, Tab.",Huevo,32,PAQ,20,75.0
"Villahermosa, Tab.",Jitomate,71,KG,48,21.375
"Villahermosa, Tab.",Leche pasteurizada y fresca,36,LT,28,26.0
"Villahermosa, Tab.",Manzana,50,KG,36,52.489999999999995
"Villahermosa, Tab.",Pan blanco,8,PZA,24,2.25
"Villahermosa, Tab.",Pan de caja,9,KG,28,100.08
"Villahermosa, Tab.",Pollo,22,KG,76,75.0
"Villahermosa, Tab.",Pollo,22,PZA,4,161.25
"Villahermosa, Tab.",Refrescos envasados,101,LT,36,23.33
"Villahermosa, Tab.",Tortilla de maíz,14,KG,44,21.0
"Villahermosa, Tab.",Transporte aéreo,232,VIAJE,16,2195.875
Área Met. de la Cd. de México,Autobús foráneo,227,BOLETO,84,887.5
Área Met. de la Cd. de México,Carne de res,18,KG,748,188.0
Área Met. de la Cd. de México,Huevo,32,DOCENA,4,36.815
Área Met. de la Cd. de México,Huevo,32,KG,32,44.5
Área Met. de la Cd. de México,Huevo,32,PAQ,20,55.68
Área Met. de la Cd. de México,Jitomate,71,KG,112,27.0
Área Met. de la Cd. de México,Leche pasteurizada y fresca,36,LT,88,25.0
Área Met. de la Cd. de México,Manzana,50,KG,76,60.0
Área Met. de la Cd. de México,Pan blanco,8,PZA,68,2.5
Área Met. de la Cd. de México,Pan de caja,9,KG,72,66.15
Área Met. de la Cd. de México,Pollo,22,KG,388,65.5
Área Met. de la Cd. de México,Refrescos envasados,101,LT,72,19.09
Área Met. de la Cd. de México,Tortilla de maíz,14,KG,116,20.0
Área Met. de la Cd. de México,Transporte aéreo,232,VIAJE,80,2197.875
